9bc8ff9e-2f36-5094-ac12-b1bf81b53c15	396932ab-c4b3-4526-9201-9222f5f062a5	53891f08-a221-4ca8-a502-cf990bdb6020	Quant.seq.sample2	Quant.seq.sample1	RNA.seq.sample2	RNA.seq.sample1
REACTOME_ECM_PROTEOGLYCANS	0.255416963184946	0.228532284298649	-0.18500644959847	-0.0576251458867855	-0.0591002262282817	0.111545605304417	0.113354431482117
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.000143377943710956	-0.0421563079876283	0.166732032291276	-0.0857378816704142	-0.0928333793174995	-0.0450633972348746	-0.0635921757663248
REACTOME_EGFR_DOWNREGULATION	0.145241288323681	0.217256365766173	0.208287969762709	0.0839050277879159	0.0833643916839922	0.136887734776134	0.134033495218822
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA	-0.0810516800113929	0.0623806408589953	-0.133741759392131	-0.114914493741048	-0.121003958168174	-0.0499880540433169	-0.0597967524142367
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN	0.185236520446506	0.267222685161041	0.201225088607656	0.237373734009088	0.236562279414548	0.23939578997103	0.239036561456373
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	0.215270215733638	0.226101121891859	0.0650193900438649	0.0861241480803937	0.0735247721561521	0.161136221734318	0.158257136707334
REACTOME_EICOSANOIDS	-0.161285240547434	-0.198275777635388	-0.249344283417194	-0.314290032778989	-0.375491301793124	-0.388997854671389	-0.396825402205502
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	0.0928529214414848	-0.129007806184024	0.0744193504455523	-0.0780581055460616	-0.105682893650101	0.0773014880151198	0.0762389566189587
REACTOME_ELASTIC_FIBRE_FORMATION	0.318300525814665	0.203796299657118	-0.0904277117013173	0.0715050812026465	0.07733798401999	0.157138347713954	0.15148983420408
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	-0.0300016033476136	-0.0053571389965553	0.149294430709378	-0.0918906117976627	-0.107331676711862	-0.0362064600440683	-0.0460622480546657
REACTOME_ENDOGENOUS_STEROLS	0.0743403006153461	0.0765759376834841	-0.0954476677221145	-0.158282869124597	-0.149600206947507	-0.0721328106477776	-0.0643479539570806
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	0.274941454438668	0.290313210406405	0.243096047306726	0.281375044390505	0.287147990773218	0.215030239918063	0.22076446786388
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	0.430390353776469	0.48273840427617	0.421566934750753	-0.0869682427498714	-0.0494949532569903	0.218990735509105	0.225827612028545
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	0.170807042115647	0.162571652979907	0.210464789405121	0.156681181416896	0.165002789501417	0.168590982562402	0.168590063375432
REACTOME_ENOS_ACTIVATION	0.384795607755172	0.313015771605927	0.321885524631623	0.0832966720686159	0.126486839270651	0.328118722359279	0.334390234281444
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	0.143233502453664	0.127315746239443	0.0837739425941077	0.0683442742675437	0.0593307355612203	0.031228475343439	0.0456972528166761
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	0.221942694893736	0.242436058500563	0.184626714268978	0.177285732254254	0.170069841280302	0.169874623027095	0.18123468723262
REACTOME_EPHRIN_SIGNALING	0.24771534299277	0.264841210510786	0.195948588925218	0.135362348374933	0.123060585080546	0.135370854802043	0.12747549899188
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	0.206389764319937	0.208050630981717	0.102036812060132	0.115987612056834	0.109121364639097	0.112921768753965	0.105941725704334
REACTOME_EPH_EPHRIN_SIGNALING	0.228329024617589	0.227310368449269	0.152067015124219	0.154607067407508	0.149368652529359	0.153817436970613	0.156215712094273
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	0.179749802776233	0.230517082003043	0.259618487322335	0.220368443069741	0.219101188939227	0.238551998096131	0.237383331721061
REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING	-0.157227118715887	-0.115723712152679	-0.217303838337408	-0.178926811339049	-0.186380322613291	-0.134524292416546	-0.127999683334574
REACTOME_ERBB2_REGULATES_CELL_MOTILITY	-0.0584810806431976	-0.0136525511706468	-0.0573798897377307	-0.0895438924923545	-0.0958806557129969	-0.0295510643706606	-0.0232383429669784
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	0.300214600415329	0.29642169281515	0.284962960337142	0.217672975670531	0.216408236147274	0.284453370001691	0.276801968430498
REACTOME_ERKS_ARE_INACTIVATED	0.273134199337116	0.225955978267664	0.170823905543135	0.277745710849271	0.284478458036341	0.323387430926219	0.305112162872374
REACTOME_ERK_MAPK_TARGETS	0.200539821865034	0.171514844841592	0.212762717054026	0.175287497118723	0.17386731378655	0.195226456155861	0.188557186460086
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN	0.0315893045770571	0.0127331179427807	-0.126757091880819	-0.0877517930047659	-0.100697928662267	-0.0919583968341605	-0.10435743990351
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K	-0.071454641270477	0.0729572665031099	0.30179381530366	-0.124295833370815	-0.158621182942688	-0.0957907639015455	-0.0841580466077874
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG	0.0447101040428208	0.0253311658190062	0.175975664131626	-0.136929999377225	-0.146006711733965	-0.0139910137141946	-0.0189098627057448
REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS	0.198852334231129	0.245037773941418	0.284974595402038	0.090219016590235	0.0881748077427229	0.161303041898542	0.160546006827666
REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5	0.0966448856698845	0.076299521515464	0.228562718528932	-0.116254739684086	-0.135690685787206	-0.00917355669783549	-0.0248937196963586
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	0.284515107422183	0.293076226806491	0.333100595524244	0.224570945582471	0.223690241984414	0.297779811768384	0.306127567006225
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	0.239359506870838	0.227324835360286	0.19690358228647	0.193296720625049	0.192249572603483	0.217546923378069	0.221414860102055
REACTOME_ESR_MEDIATED_SIGNALING	0.195703087386791	0.222065532155095	0.227478120807013	0.181205353750371	0.179950093576397	0.198203165490947	0.201630782513645
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	0.090766072435818	0.259303259841146	0.338151578212526	0.217792323981462	0.210072863833615	0.140847098974209	0.168713327444499
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	0.219643140040648	0.254531462272748	0.291877207329247	0.1963355164437	0.196003275143117	0.219858331738407	0.220351512952328
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	0.15435451742572	0.245765847006407	0.158754451187727	0.140781872931414	0.134444681039113	0.206231722577067	0.214709394066461
REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ	0.171761170729181	0.224197874165372	0.203787905534409	0.274657723822723	0.279687543595634	0.202720173195519	0.208791060681376
REACTOME_ETHANOL_OXIDATION	0.306531253730228	0.295459280753147	-0.091052205431596	0.170155789611673	0.156796493274992	0.142439632968074	0.127873756909475
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	0.489329318441925	0.485701652167162	0.494451366136679	0.486586740946681	0.496449723091474	0.475185756253471	0.475509625429671
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	0.456881353322932	0.471416063568537	0.473767783571911	0.46201786544706	0.471088026106306	0.442705963771951	0.444299285197479
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	0.170644567911289	0.275130824400748	0.318566088540699	0.215861642440778	0.212467242709695	0.250160118179321	0.25110033393273
REACTOME_EXTENSION_OF_TELOMERES	0.151315874500152	0.180836099640461	0.187908274980478	0.241654776615935	0.240006275062894	0.215134771594845	0.214129504225691
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.224845365042027	0.185673414028919	-0.0926924021035005	-0.00727599939874359	-0.00382840236473495	0.107600490127032	0.105875759930617
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	0.169405987549781	0.193813841972442	0.135964425822699	0.159047264768997	0.157613898788854	0.170813409221047	0.177518262228656
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.152497929016647	0.129846977652043	0.113876557262038	0.108563138069852	0.105654990752259	0.124919552532167	0.122557450530971
REACTOME_FANCONI_ANEMIA_PATHWAY	0.08110989672722	0.102796500858174	0.122648503104399	0.235431581937211	0.230936952579497	0.210326006753175	0.216726597647022
REACTOME_FATTY_ACIDS	-0.462956224926384	-0.198056446574858	-0.342257192965029	-0.311269059790425	-0.36401886040659	-0.390868320926216	-0.387510322385263
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION	0.105860463306313	0.0765919601568455	0.17907073010401	0.0141426215496698	0.011704033713424	-0.0267539100420513	-0.0197767637872053
REACTOME_FATTY_ACID_METABOLISM	0.0961015958104766	0.0950359233476621	0.0338855009550561	0.0390815126804943	0.0394438161712628	0.0214822002615984	0.0142577007518457
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.148116668873998	0.160069258513368	0.0745871859913052	0.0947054391237127	0.0790390105500696	0.0415226341411949	0.0389085471947282
REACTOME_FBXW7_MUTANTS_AND_NOTCH1_IN_CANCER	0.239128444982363	0.29325745875755	0.395543097752512	0.167541248840448	0.167699643213074	0.186257549510552	0.191595530834561
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	0.0754458644544437	0.181904921245702	0.273288622661621	-0.0889056982665055	-0.0759928795440076	-0.0218871998826811	-0.0307139682924684
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	0.187010722820479	0.268261017719029	0.298985641392552	0.10266947394412	0.116211518854316	0.133561061665305	0.130688161185043
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	0.251041713866219	0.356711943800688	0.341168021971095	0.255636269918385	0.243630170252819	0.265077484185585	0.267808016350885
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	0.190488063171206	0.247827565236604	0.25009400240769	0.0925687814835688	0.0878858722881084	0.146072772435244	0.14074713279861
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS	0.114987821820087	0.128548722757647	0.150679674482789	-0.0384291784276855	-0.0457299100577189	0.0138942786510638	0.00879628127736644
REACTOME_FCGR_ACTIVATION	0.0716621126573142	0.219463864002746	0.199674663107829	-0.156376695120059	-0.165429658427941	-0.176718192626537	-0.176970349182142
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	0.211803045146857	0.307146984880021	0.32848694175753	0.195982910963811	0.187311389672185	0.209727786564468	0.211498537854839
REACTOME_FERTILIZATION	-0.201646088952873	-0.160274019225364	-0.101543916855275	-0.200671623716236	-0.177627333913185	-0.162749026636556	-0.171011234694832
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	-0.115271798863476	-0.132107127882495	-0.284741261290806	-0.0650158638141173	-0.0554716224203294	0.0398052107393096	0.0609536100883052
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	-0.2051298589767	-0.216069315247737	-0.295906468523575	-0.17139834117947	-0.115623517956061	-0.0540329537667095	-0.02633712544856
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	-0.229032308965835	-0.25564900626242	-0.311367512211252	-0.1982095445214	-0.151719437520303	-0.105684822982631	-0.0794613839777929
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	0.0818577390137875	0.137092346413194	0.23084489108145	-0.0031260229219442	0.00713020043879187	0.0795740754175764	0.0877051766878573
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION	-0.14581419901054	-0.178123620765783	-0.376006411956179	-0.146214647777594	-0.119828960923026	-0.182762213004155	-0.163458778880734
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	-0.261384108534967	-0.228582766933233	-0.360412233247933	-0.257649153129754	-0.191839496033527	-0.176557713258529	-0.155879028638477
REACTOME_FGFR2_ALTERNATIVE_SPLICING	0.324730826566131	0.366261415245302	0.267961757122159	0.347589227523775	0.354870492888867	0.311630842235546	0.313123518099941
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	-0.230462514161872	-0.269396077807895	-0.348257977868126	-0.235421670682284	-0.183155796006968	-0.217751692514677	-0.199252792344504
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION	0.123641803497983	0.153017655805689	0.0705586485289627	0.173621906097856	0.177070158677426	0.146108045556724	0.154645217756647
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	-0.2702506212474	-0.281577500685814	-0.348954905088343	-0.260995674591198	-0.185896279934356	-0.248184590384561	-0.267573834574532
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	-0.294262893424373	-0.260963967738493	-0.263480657362938	-0.246107452413685	-0.197204606056436	-0.149465372574384	-0.134359909902653
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING	-0.113578738479306	-0.139267131508835	-0.290165621823965	-0.0970529603446485	-0.0893622414069946	-0.0117535286177541	0.0156185950872202
REACTOME_FLT3_SIGNALING	0.186684929182141	0.240465813355708	0.302905963201553	0.106265437019451	0.100382967746815	0.177660009264042	0.180442932983712
REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS	0.363705603196747	0.357349677174274	0.47976998271259	0.386712690710673	0.391288574783801	0.389773040537802	0.392203902122317
REACTOME_FLT3_SIGNALING_IN_DISEASE	0.255106764204506	0.283257451664636	0.393413983193796	0.19449836341925	0.189943622084022	0.2370642211105	0.243783134341103
REACTOME_FLT3_SIGNALING_THROUGH_SRC_FAMILY_KINASES	-0.0445082339764571	0.20681103681571	0.30578135085615	-0.243357303117534	-0.252365931537336	-0.29307884641935	-0.305547448704355
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC	0.423668775963917	0.45178195535335	0.392791268617797	0.454192552293883	0.448086374389895	0.427219511290458	0.426166687517627
REACTOME_FORMATION_OF_APOPTOSOME	0.101884485614569	0.059642439938632	0.172535475498104	0.0658902396987283	0.068627125882332	0.131896435039792	0.134797272798472
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	0.116318629916281	0.0331761161168129	-0.117434466888146	-0.0454913880051049	-0.0424433429850541	-0.111872512652746	-0.104961997945609
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.162468528684277	0.221717941943919	0.232573996446498	0.267193781941873	0.26752771542179	0.245931100918563	0.248759019676002
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX	0.218079474273843	0.261240790050533	0.254864456594015	0.266791043816411	0.2692929804832	0.264343048159024	0.265574716643598
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF	0.204983378077271	0.262085953851956	0.270886976180178	0.251023241306803	0.234210677514982	0.27940571554394	0.28409830516229
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	0.22564135922441	0.257175689190266	0.2557008206313	0.280451339892199	0.281655264013832	0.257625052477972	0.26195794078119
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	0.180930037403383	0.265096714785681	0.253413423971634	0.121183858609319	0.124067570093386	0.176232267111772	0.169083201051208
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	-0.115689049022903	0.158467086898905	-0.195086486675693	0.000972992486961122	0.0171615773930886	-0.119784645973549	-0.128209590287687
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	0.241844382903764	0.277932750374635	0.225769833175615	0.303666819085767	0.309887489789412	0.284390222879423	0.28299866058147
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	0.360405069947521	0.283091891036083	0.214238830053877	0.381597897153691	0.378135400870669	0.300348229272666	0.296926956984186
REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE	0.20523645113041	0.0829806798510184	-0.00440668342173372	0.1527803741326	0.158638913276734	0.134038815587287	0.118813998336815
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	0.268728707674203	0.339086726672677	-0.0150014598396763	0.183927966674982	0.197921011214454	0.265867244394488	0.267007768621904
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	0.21601922523116	0.244812498244579	0.259384256688002	0.208908766467928	0.209314397782979	0.23015288171455	0.229528136994188
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.222495504233553	0.235092341450658	0.267183834722873	0.203173462582763	0.194787981629325	0.267870366991105	0.273367740610387
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	0.241538239538895	0.219136579696805	0.280268735666975	0.18975055682828	0.183228634349649	0.225419105084972	0.209078237052323
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	0.105795154924981	0.150169758754354	0.216247207182374	0.0895045824669186	0.0911674861833447	0.12346740789812	0.124320120088182
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	0.073213237959645	0.112409025343522	0.174773112417037	0.005728974126277	0.003749942131629	0.0026594620457186	0.0258807842117949
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING	0.0204361539369454	0.0583754425671016	0.0201711066943879	0.0174376778823523	0.0326232022251224	0.0657701490788597	0.0857252757128296
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	-0.00376045112457252	0.0275288835218256	-0.0267739800387257	-0.0346945247717366	-0.0188244860667134	0.000523936831958839	0.0178629179354168
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	0.020270806306631	0.0633119405468612	0.0328155538077649	0.0193752640482865	0.03909766603288	0.0724680419245186	0.087721532195117
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING	0.00421473746302652	0.0429551520222253	0.0378293616338144	0.0227553572077758	0.0410182265190818	0.0721742037975066	0.0836017116381114
REACTOME_FRUCTOSE_METABOLISM	0.148529695010989	-0.0452238588014943	-0.0713682626255961	0.0679858477156282	0.071410592460372	0.0865708358208668	0.0477180633325483
REACTOME_G0_AND_EARLY_G1	0.119020109751804	0.199521281098827	0.188767778981839	0.277698515863723	0.278352821524698	0.260339016761055	0.261091362674156
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	0.270958679725639	0.37095446199225	0.327164965794415	0.311267260564396	0.293340790479271	0.32868571982413	0.332280153622458
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.121170403967427	0.162835860944567	0.176671788042996	0.276791318106087	0.272021184449736	0.260250807201032	0.257916117970852
REACTOME_G2_M_CHECKPOINTS	0.196012796420105	0.298421328022258	0.262134894282368	0.267665363375857	0.255753574818329	0.260020472548035	0.264271162595591
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.0970480897163843	0.205890064084003	0.204092160090293	0.178694045350734	0.173877614231489	0.168982812158664	0.175584645181821
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	0.169211424713277	0.240425605222779	-0.0233863878956389	0.360937190931297	0.378117160742603	0.379913729547137	0.394468517960158
REACTOME_G2_PHASE	0.0750386665467567	0.152014379601364	0.168220719952269	0.280535807172031	0.285997017127735	0.336587817430084	0.328876229792726
REACTOME_GAB1_SIGNALOSOME	0.0424998097505212	0.116592053335385	0.187395897785761	-0.0144891307850251	-0.0252939441411372	0.0572764301601431	0.0607874416761203
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.102842051406265	-0.0452716371954325	0.0449825289664498	-0.0696904084869781	-0.0721980398351685	-0.0474749038468079	-0.0503788484570029
REACTOME_GABA_RECEPTOR_ACTIVATION	0.0589690952723292	-0.0690233726216736	-0.0038839390077341	-0.0939093953797767	-0.097750837261132	-0.084394445238936	-0.0856779221904051
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	0.0463451641637532	-0.114735124273357	-0.144045315874587	-0.147204867108267	-0.146416458244802	-0.103214281774361	-0.110458210691438
REACTOME_GALACTOSE_CATABOLISM	0.074515874516377	0.0945102647400504	0.0327980878616319	0.171082654575382	0.21240801621988	0.130939361645108	0.137321722526982
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.148346407976195	0.0848752963098787	0.0638504896165424	0.0870230542114167	0.0876754782707922	0.120647138768362	0.123269450745113
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0.174360540465469	0.0693521198970462	-0.0360857152476015	0.0373149747098223	0.0552160405195723	0.137045693896411	0.143111330058463
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	0.253861812412243	0.308048808809743	0.264071615174409	0.297379706343082	0.294405951098761	0.286720747855256	0.284930519056332
REACTOME_GAP_JUNCTION_ASSEMBLY	0.17171130340165	0.0555606433050929	-0.0629017032773767	0.192043007144578	0.194941311408294	0.106922608053589	0.0979966571662857
REACTOME_GAP_JUNCTION_DEGRADATION	0.357199823791045	0.327262685559235	0.190593646944226	0.250860778057866	0.238901251670749	0.242092876971689	0.230522513097207
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	0.232935045513659	0.151384052152969	0.026559769695282	0.189455719629852	0.186714418776208	0.141597317610654	0.131362923728281
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.157389794033014	0.214955649129369	0.213566158366349	0.184803361916574	0.182164018447375	0.1743827027083	0.174752581646547
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.227535008883504	0.358405509315468	0.348510262439707	-0.237854655548876	-0.178455313645801	-0.225776648242849	-0.239138651126813
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	0.326252717725995	0.403542325369002	0.391820211633	0.359981373767292	0.354408661941159	0.358751287018201	0.361904235669532
REACTOME_GENE_SILENCING_BY_RNA	0.129186912293265	0.180833857900232	0.222503780491779	0.202239369321725	0.199783402637693	0.19968427780025	0.19907220405237
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	0.0403851927155668	-0.0924790501811396	-0.205327502390772	-0.164074653806265	-0.145758892522961	-0.00468472965161972	-0.0355872622372014
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	0.20454746945025	0.241862753744369	0.234270433908705	0.27297946566228	0.272566029298159	0.234501872759026	0.234949310486749
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	0.0960335782322422	0.0627379978422639	0.082643417098361	0.0543884667487783	0.0465533760790942	0.0469810090413844	0.0430534561000954
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.182109507622291	0.0691230063926459	0.096759702658283	0.0502870906988287	0.0440143991883176	0.10107313045503	0.0913680737523256
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.0599030893949816	-0.0665379820666015	-0.011784873685966	0.0166585786895569	0.0205407866747445	-0.0165608563269725	-0.0152459239480984
REACTOME_GLUCONEOGENESIS	0.277337850947277	0.246346713489706	0.132757813354026	0.273885345013604	0.266524992152071	0.285906623451907	0.282199164792062
REACTOME_GLUCOSE_METABOLISM	0.214645834522917	0.23697666607999	0.196377815532426	0.213310915081363	0.208202869302678	0.244118610798588	0.241740225497407
REACTOME_GLUCURONIDATION	-0.0248502140468667	0.0955993634893826	0.0380727081990869	0.131800736863971	0.128431518473972	0.043926585215605	0.0628851511218734
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	0.225620803360329	0.213355580519774	0.166732605792528	0.155025555375219	0.184209334742613	0.218548574910293	0.225130881592641
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.0808754539055739	-0.0797880592580441	-0.122816335926676	-0.0981830711012135	-0.107640114069474	-0.0445399445378757	-0.0475940666534054
REACTOME_GLUTATHIONE_CONJUGATION	0.120651848952198	0.0945584379134738	-0.0215012972766096	0.198490159724384	0.200823470933266	0.0988955617787495	0.0996047302281243
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING	0.0429348919711771	0.101445025587209	-0.0835909274914209	0.183591074750442	0.168736649724677	0.0650894339341927	0.0687220826474576
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.0920066763801757	0.0939416461015536	0.0996878755098035	0.0639207012557822	0.0623154715454004	0.0908626117608449	0.0890260011609262
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM	0.19472218079712	-0.0458083062850556	0.022572215663125	0.0075463826163306	-0.00375740045261926	0.0413577864970227	0.0200986155184642
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	0.144782688452515	0.0597118551422569	0.11667706436604	0.0479577046340662	0.0462915909356271	0.0801588087195299	0.0778346439013006
REACTOME_GLYCOGEN_METABOLISM	0.180636088451029	0.136919726548219	0.157952467648435	0.145258334681741	0.147662924769768	0.173771586312321	0.178373935086833
REACTOME_GLYCOGEN_STORAGE_DISEASES	0.243502447554174	0.184684596517659	0.144508978291244	0.246820324098416	0.249105310747874	0.279387902354351	0.284561898282629
REACTOME_GLYCOGEN_SYNTHESIS	0.183398702438628	0.190478168765122	0.16871816268766	0.219014963649596	0.229977154674036	0.221636213673939	0.230823789768528
REACTOME_GLYCOLYSIS	0.215414190574175	0.249457442454128	0.232664763252978	0.21780987066333	0.213398123826479	0.259340310284317	0.257991049843472
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.182564421313428	0.133084123307332	-0.0294377383720385	0.0286378486013855	0.0295152207070096	0.109219770317795	0.105718605301256
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.16250254792366	0.111033033751182	0.101630132455022	0.0776418328339866	0.0853647172633744	0.110044031433752	0.107975081569647
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	0.0560820842186172	0.0990259414210668	0.0823125783684786	0.107544322219667	0.10589991524581	0.0975828464553644	0.0940785538634516
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.189766537284177	0.248827429231998	0.269938997449828	0.187057821359795	0.177554869261478	0.178823824313532	0.180569647628303
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	0.304120605335478	0.329847918502332	0.216014520743724	0.327964862738722	0.333425762484703	0.318059885624073	0.334647923052896
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	0.233411401564854	0.204828732452393	0.161361331823505	0.188411664460182	0.184822802322062	0.187547329447547	0.189019865377503
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	0.358888232051063	0.331289753391872	0.15244068206357	0.142388228041722	0.128364634317207	0.265398968763414	0.264511670921369
