set_name	gsva_score	sd	up_down
OUYANG_PROSTATE_CANCER_PROGRESSION_DN	0.23968737042642	0.00234848283004333	red
OUYANG_PROSTATE_CANCER_PROGRESSION_UP	0.0638349547367873	0.00249638365534221	red
OZANNE_AP1_TARGETS_UP	0.208809944643355	0.00970412056372512	red
OZEN_MIR125B1_TARGETS	0.210152617239906	0.00211933665374201	red
PACHER_TARGETS_OF_IGF1_AND_IGF2_UP	0.146063979744362	0.00643792700519656	red
PALOMERO_GSI_SENSITIVITY_UP	0.0334464527940701	0.000900000689255976	red
PAL_PRMT5_TARGETS_DN	0.0727024150175092	0.0177781019919523	red
PAL_PRMT5_TARGETS_UP	0.262034711710611	0.00157725649011055	red
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN	0.127396897999353	0.00164996377080515	red
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_UP	0.0124872514582718	0.0143095758949619	red
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_DN	0.0950672962679115	0.00727301640789981	red
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP	0.0566352554390106	0.00951307910852848	red
PARENT_MTOR_SIGNALING_DN	0.0247516754045267	7.17546439832264e-05	red
PARK_APL_PATHOGENESIS_DN	0.112980669860438	0.00791799274458974	red
PARK_APL_PATHOGENESIS_UP	0.199641127235423	0.011283034382617	red
PARK_HSC_AND_MULTIPOTENT_PROGENITORS	0.291591831163066	0.00161664422514824	red
PARK_HSC_MARKERS	0.146952383639833	0.00331444795410391	red
PARK_HSC_VS_MULTIPOTENT_PROGENITORS_DN	0.326158275283589	0.000404413886719582	red
PARK_HSC_VS_MULTIPOTENT_PROGENITORS_UP	0.243101033272468	0.00141377139608751	red
PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_DN	-0.0248996196822381	0.0337591611336561	blue
PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_UP	0.107495866016863	0.0166629786322437	red
PARK_TRETINOIN_RESPONSE	-0.1107261099772	0.00829822762355113	blue
PARK_TRETINOIN_RESPONSE_AND_PML_RARA_FUSION	0.106396222704372	0.00442954390571364	red
PARK_TRETINOIN_RESPONSE_AND_RARA_PLZF_FUSION	0.030099999011385	0.00668484720094634	red
PASINI_SUZ12_TARGETS_DN	0.173277772726601	0.00341716397338005	red
PASINI_SUZ12_TARGETS_UP	0.05693432365842	0.0117098502432397	red
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_DN	0.0639357098823183	0.0118596923608318	red
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP	0.127265882008007	0.0012867890034964	red
PASTURAL_RIZ1_TARGETS_UP	-0.143160111309518	0.00766403636082682	blue
PEART_HDAC_PROLIFERATION_CLUSTER_DN	0.232475779613462	0.00141538796423078	red
PEART_HDAC_PROLIFERATION_CLUSTER_UP	0.299041882637474	0.00257772856639397	red
PECE_MAMMARY_STEM_CELL_DN	0.108731757294839	0.0025052124430928	red
PECE_MAMMARY_STEM_CELL_UP	0.425538210951697	0.00296222043232464	red
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1	0.0431167055715488	0.00798098038984973	red
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_3	0.102724041205579	0.000982329150009743	red
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_4	0.0535572573804915	0.00542327443859444	red
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_5	0.0697832800085958	0.00536425143165733	red
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6	0.0304930531391737	0.00977518594007128	red
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_7	0.092558698943056	0.00222398003488499	red
PEDERSEN_TARGETS_OF_611CTF_ISOFORM_OF_ERBB2	0.0387975809197153	0.00568221311414801	red
PEDRIOLI_MIR31_TARGETS_DN	-0.0555655102618334	0.00218839247251025	blue
PEDRIOLI_MIR31_TARGETS_UP	-0.00225685022764206	0.00272805248112927	blue
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_DN	0.102681085984594	0.00154398407154594	red
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	0.339589042021311	0.00234387179325127	red
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	-0.0631273086964659	0.00663943814152687	blue
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	-0.0410786046252135	0.0139574457499305	blue
PEREZ_TP53_AND_TP63_TARGETS	-0.0378782393387029	0.00118171678777098	blue
PEREZ_TP63_TARGETS	-0.0307746399909059	0.00170935280332823	blue
PETRETTO_BLOOD_PRESSURE_DN	0.216787389668678	0.0022058028495307	red
PETRETTO_BLOOD_PRESSURE_UP	0.113490985080664	0.00922634603518731	red
PETRETTO_CARDIAC_HYPERTROPHY	0.187375636764366	0.000586611581547171	red
PETRETTO_HEART_MASS_QTL_CIS_DN	0.192630718987192	0.000254070992089573	red
PETRETTO_HEART_MASS_QTL_CIS_UP	0.116043658746888	0.00431220418561678	red
PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_DN	0.0979904956137127	0.00651342146993375	red
PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_UP	0.114134114709827	0.0176742741867586	red
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN	0.15149369193415	0.0034941517294711	red
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	0.0864981908979912	0.00556690059653806	red
PETROVA_PROX1_TARGETS_DN	0.0809868960586416	0.000709242308564978	red
PETROVA_PROX1_TARGETS_UP	0.244132590569579	0.0031203057845961	red
PHESSE_TARGETS_OF_APC_AND_MBD2_DN	-0.000225845175062204	0.0217782183087696	blue
PHESSE_TARGETS_OF_APC_AND_MBD2_UP	-0.184206807997643	0.0362669068374282	blue
PHONG_TNF_RESPONSE_NOT_VIA_P38	0.107342817596881	0.00566018188610361	red
PHONG_TNF_RESPONSE_VIA_P38_COMPLETE	0.147273296761178	0.0016831817364747	red
PHONG_TNF_RESPONSE_VIA_P38_PARTIAL	0.145229995787031	0.00748864134714741	red
PHONG_TNF_TARGETS_DN	0.272249448579409	0.00423889616181305	red
PHONG_TNF_TARGETS_UP	0.185099077296896	0.0118033305552692	red
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN	0.158397935842958	0.00447586204693076	red
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP	0.0192230366299803	0.00745905848785024	red
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.115742456288906	0.0013917978832124	red
PID_AJDISS_2PATHWAY	0.108531243628396	0.00282687059055038	red
PID_ALK1_PATHWAY	0.122432825624208	0.00660457731400444	red
PID_ALK2_PATHWAY	-0.0213439698809876	0.00717800826146405	blue
PID_ALPHA_SYNUCLEIN_PATHWAY	0.0116137824895258	0.00374409560054213	red
PID_AMB2_NEUTROPHILS_PATHWAY	0.0265919909091139	0.00687247412391269	red
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	0.0738301431295101	0.00012312797917027	red
PID_ANTHRAX_PATHWAY	0.106239046429557	0.00397563989949077	red
PID_AP1_PATHWAY	0.11868238502789	0.0213302122555531	red
PID_ARF6_DOWNSTREAM_PATHWAY	0.224302699857501	0.00585558880276789	red
PID_ARF6_PATHWAY	-0.00600426302216711	0.00203613108519578	blue
PID_ARF6_TRAFFICKING_PATHWAY	0.0554316488075024	0.000234959384571786	red
PID_ARF_3PATHWAY	0.254238486881742	0.0103414710463854	red
PID_AR_NONGENOMIC_PATHWAY	0.158053064095773	0.00445468458793338	red
PID_AR_PATHWAY	0.16622784165325	0.00107452558719476	red
PID_AR_TF_PATHWAY	0.106993489514651	0.000264660703712391	red
PID_ATF2_PATHWAY	0.17320219933216	0.00689521116860118	red
PID_ATM_PATHWAY	0.105956117086455	0.00221778340199612	red
PID_ATR_PATHWAY	0.25005171920962	0.00137582598482141	red
PID_AURORA_A_PATHWAY	0.264783761683552	0.00111492254153305	red
PID_AURORA_B_PATHWAY	0.338462130510457	0.00140015914415494	red
PID_AVB3_INTEGRIN_PATHWAY	0.0759804616665236	0.000782225787757636	red
PID_AVB3_OPN_PATHWAY	0.205521594422701	0.000844149377107914	red
PID_BARD1_PATHWAY	0.273360428643264	0.00602636795250234	red
PID_BCR_5PATHWAY	0.0804582111162895	0.00118040546606021	red
PID_BETA_CATENIN_DEG_PATHWAY	0.16433630684175	0.00250169487851339	red
PID_BETA_CATENIN_NUC_PATHWAY	0.130960581217996	0.00581105827237124	red
PID_BMP_PATHWAY	0.0780347089421625	0.000994087667908775	red
PID_CASPASE_PATHWAY	0.146930715560884	0.00245368319980886	red
PID_CD40_PATHWAY	0.120169393581683	0.00698352994364483	red
PID_CD8_TCR_DOWNSTREAM_PATHWAY	0.0781832581874018	0.0216352615569512	red
PID_CD8_TCR_PATHWAY	-0.0157984826655675	0.0233177154700826	blue
PID_CDC42_PATHWAY	0.144586246128897	0.00126524549891639	red
PID_CDC42_REG_PATHWAY	-0.00879850245970465	0.00822214897732394	blue
PID_CERAMIDE_PATHWAY	0.168612144460885	0.00415248474378312	red
PID_CIRCADIAN_PATHWAY	0.118070819868591	0.00111416755378337	red
PID_CMYB_PATHWAY	0.151607890697497	0.00337345945169684	red
PID_CONE_PATHWAY	-0.128871761071469	0.000767983916730612	blue
PID_CXCR3_PATHWAY	0.123533116825819	0.00274248462672894	red
PID_CXCR4_PATHWAY	0.063056056337543	0.00363211326986497	red
PID_DELTA_NP63_PATHWAY	0.090801887376826	0.000388800942351385	red
PID_DNA_PK_PATHWAY	0.190106721392049	0.00871969983121734	red
PID_E2F_PATHWAY	0.238991294764474	0.00353852491558661	red
PID_ECADHERIN_KERATINOCYTE_PATHWAY	0.164865361331928	0.00318467225412425	red
PID_ECADHERIN_NASCENT_AJ_PATHWAY	0.159850885641727	0.00204640559664937	red
PID_ECADHERIN_STABILIZATION_PATHWAY	0.147855739387019	0.000554754987985019	red
PID_ENDOTHELIN_PATHWAY	0.0426477025508621	0.000984102130361427	red
PID_EPHA2_FWD_PATHWAY	0.16058415784409	0.00076798042018652	red
PID_EPHA_FWDPATHWAY	-0.0524196605099796	0.00271242914455343	blue
PID_EPHB_FWD_PATHWAY	0.128864963679062	0.00235353700578553	red
PID_EPHRINB_REV_PATHWAY	-0.0437014728848085	0.0131544181838313	blue
PID_EPO_PATHWAY	0.0243482773758027	0.00604244819695262	red
PID_ERA_GENOMIC_PATHWAY	0.15879779474816	0.00171490498154273	red
PID_ERBB1_DOWNSTREAM_PATHWAY	0.180942433495556	0.00167799692876528	red
PID_ERBB1_INTERNALIZATION_PATHWAY	0.0833828627538087	0.00127792767086956	red
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.109643715749643	0.000414361384687713	red
PID_ERBB2_ERBB3_PATHWAY	0.14576704885797	0.00515135269472456	red
PID_ERBB4_PATHWAY	-0.0392241931088629	0.00870496339219797	blue
PID_ERBB_NETWORK_PATHWAY	-0.106981933285347	0.00410752831336732	blue
PID_ERB_GENOMIC_PATHWAY	0.10536089214742	0.0104057972776172	red
PID_ER_NONGENOMIC_PATHWAY	0.145403057893936	0.000509159077415069	red
PID_FAK_PATHWAY	0.119817722937303	0.00441622779670692	red
PID_FANCONI_PATHWAY	0.18336514744891	0.00509728380932939	red
PID_FAS_PATHWAY	0.0989592011564015	0.00107245331797735	red
PID_FCER1_PATHWAY	0.0563010134367571	0.00064524236678561	red
PID_FGF_PATHWAY	0.0530697700998535	0.00205560969366746	red
PID_FOXM1_PATHWAY	0.247049599745591	0.00130644794454293	red
PID_FOXO_PATHWAY	0.249290281550571	0.00248870555572594	red
PID_FRA_PATHWAY	0.135623427706667	0.00647094833012439	red
PID_GLYPICAN_1PATHWAY	-0.0257948345777641	0.00666191538278099	blue
PID_GMCSF_PATHWAY	0.144425822277819	0.00203813920223032	red
PID_HDAC_CLASSIII_PATHWAY	0.172048063403775	0.00246118966027928	red
PID_HDAC_CLASSII_PATHWAY	0.21077943108574	0.00267357320306169	red
PID_HDAC_CLASSI_PATHWAY	0.201251785766175	0.00440466860345359	red
PID_HEDGEHOG_2PATHWAY	-0.00350094097104365	0.000218181938124755	blue
PID_HEDGEHOG_GLI_PATHWAY	0.16679244653983	0.00359407197403286	red
PID_HES_HEY_PATHWAY	0.0968810424119088	0.00248712593905226	red
PID_HIF1A_PATHWAY	0.116700585024692	0.00134530762175631	red
PID_HIF1_TFPATHWAY	0.158377262542049	0.00106163578248992	red
PID_HIF2PATHWAY	0.152097147667267	0.000929889462946932	red
PID_HIV_NEF_PATHWAY	0.160204475965436	0.00675893026390232	red
PID_HNF3A_PATHWAY	0.132669517983786	0.0131001879571271	red
PID_HNF3B_PATHWAY	0.0603502584583371	0.000784033546100449	red
PID_IFNG_PATHWAY	0.112207697297324	0.00413973873548326	red
PID_IGF1_PATHWAY	0.160054784913162	0.00624013303894447	red
PID_IL12_2PATHWAY	-0.0254326138673687	0.032278215614062	blue
PID_IL12_STAT4_PATHWAY	-0.0378907269376595	0.024886974116896	blue
PID_IL1_PATHWAY	0.0496573682516504	0.000215526619612823	red
PID_IL23_PATHWAY	0.0528087497432892	0.00391309495821882	red
PID_IL27_PATHWAY	0.024908606502621	0.00208127395052178	red
PID_IL2_1PATHWAY	0.102382294919182	0.00503445716896654	red
PID_IL2_PI3K_PATHWAY	0.107367322251218	0.00270612596917686	red
PID_IL2_STAT5_PATHWAY	0.0198789692551038	0.00573352210961334	red
PID_IL3_PATHWAY	0.16435734913063	0.00127966402945733	red
PID_IL4_2PATHWAY	0.0696360219554142	0.00674895073976945	red
PID_IL5_PATHWAY	0.00381724207205849	0.0058365728446806	red
PID_IL6_7_PATHWAY	0.136922570614127	0.00344497467574329	red
PID_IL8_CXCR1_PATHWAY	-0.00816166991424867	0.00506316651930034	blue
PID_IL8_CXCR2_PATHWAY	0.02671501612075	0.00752308818782867	red
PID_ILK_PATHWAY	0.2671979778021	0.000217593706358	red
PID_INSULIN_GLUCOSE_PATHWAY	0.238649043318311	0.00150881870012242	red
PID_INSULIN_PATHWAY	0.111445893663337	0.000825561765949167	red
PID_INTEGRIN1_PATHWAY	0.0202434271215952	0.00282497919595917	red
PID_INTEGRIN2_PATHWAY	-0.0128835053793497	0.0017516728084243	blue
PID_INTEGRIN3_PATHWAY	0.0705894346719454	0.00259431310642868	red
PID_INTEGRIN4_PATHWAY	-0.00456947541261351	0.011029654536168	blue
PID_INTEGRIN5_PATHWAY	0.0376040377796197	0.0142154694402745	red
PID_INTEGRIN_A4B1_PATHWAY	0.170485901332547	0.00142747688417554	red
PID_INTEGRIN_A9B1_PATHWAY	0.0953081723930265	0.0116704632294404	red
PID_INTEGRIN_CS_PATHWAY	-0.0900007970809231	0.0024481057257232	blue
PID_KIT_PATHWAY	0.0469298107316907	0.00205137247435034	red
PID_LIS1_PATHWAY	0.289468169882052	0.00329031981736049	red
PID_LKB1_PATHWAY	0.14467682461005	0.00124558276462669	red
PID_LPA4_PATHWAY	-0.101251378012676	0.00959326614854847	blue
PID_LYMPH_ANGIOGENESIS_PATHWAY	0.100126012572369	0.00234639491300215	red
PID_LYSOPHOSPHOLIPID_PATHWAY	0.0679557272024637	0.00678318950666424	red
PID_MAPK_TRK_PATHWAY	0.193868121958708	0.00559133668775819	red
PID_MET_PATHWAY	0.108026662882983	0.000993925868876853	red
PID_MTOR_4PATHWAY	0.212922871377577	1.88982252138241e-05	red
PID_MYC_ACTIV_PATHWAY	0.310965499876872	0.00489924315777122	red
PID_MYC_PATHWAY	0.183971712233932	0.0115108940398871	red
PID_MYC_REPRESS_PATHWAY	0.176478522792811	0.00255163612144118	red
PID_NCADHERIN_PATHWAY	0.163928816496398	0.000463598958978563	red
PID_NECTIN_PATHWAY	0.0811181030513894	0.0030682402437972	red
PID_NEPHRIN_NEPH1_PATHWAY	0.0620774465323865	0.00596677336554199	red
PID_NETRIN_PATHWAY	0.0665728612013944	0.000474762723109115	red
PID_NFAT_3PATHWAY	0.164214599817602	0.00126320242403502	red
PID_NFAT_TFPATHWAY	0.0321101232493239	0.00322245539928169	red
PID_NFKAPPAB_ATYPICAL_PATHWAY	0.137763695535207	0.00192525336085341	red
PID_NFKAPPAB_CANONICAL_PATHWAY	0.14861562293486	0.000203865220161255	red
PID_NOTCH_PATHWAY	0.104476104580236	0.00225588569594897	red
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	0.144235104505815	0.00525869176170381	red
PID_P38_ALPHA_BETA_PATHWAY	0.0833150617927061	0.00234378484733356	red
PID_P38_GAMMA_DELTA_PATHWAY	0.0826160791796768	0.0013593363063771	red
PID_P38_MK2_PATHWAY	0.301533856200046	0.00441233537768963	red
PID_P38_MKK3_6PATHWAY	0.138524742161437	0.000499327183367797	red
PID_P53_DOWNSTREAM_PATHWAY	0.130108933855181	0.00631860277451304	red
PID_P53_REGULATION_PATHWAY	0.232494756684716	0.000168704264339799	red
PID_P73PATHWAY	0.21083646387713	0.00203899660170624	red
PID_P75_NTR_PATHWAY	0.17669699691694	0.000156327509250157	red
PID_PDGFRA_PATHWAY	0.130815002479549	0.00547826780800232	red
PID_PDGFRB_PATHWAY	0.144770829326943	0.00118307889112206	red
PID_PI3KCI_AKT_PATHWAY	0.216016367530838	0.00174367551073108	red
PID_PI3KCI_PATHWAY	0.0527666805956118	0.0080708893471824	red
PID_PI3K_PLC_TRK_PATHWAY	0.175566511122477	0.00144512101121607	red
PID_PLK1_PATHWAY	0.278183695496831	0.00327826347333717	red
PID_PRL_SIGNALING_EVENTS_PATHWAY	0.290450623118172	0.00295002721624154	red
PID_PS1_PATHWAY	0.131853535102209	0.0010830969654173	red
PID_PTP1B_PATHWAY	0.0417204817249768	0.00170700025811705	red
PID_RAC1_PATHWAY	0.194654570983709	0.00049510854953175	red
PID_RAC1_REG_PATHWAY	-0.0792418736171857	0.00684702868865123	blue
PID_RANBP2_PATHWAY	0.266430662529349	0.00195761601332797	red
PID_RAS_PATHWAY	0.053055463663317	0.00752157130371289	red
PID_RB_1PATHWAY	0.255042390540402	0.00119958703789623	red
PID_REELIN_PATHWAY	0.104603759200562	0.00110242999132538	red
PID_REG_GR_PATHWAY	0.150419963343753	0.00421844642431397	red
PID_RETINOIC_ACID_PATHWAY	0.114536512237021	0.00309133505973816	red
PID_RET_PATHWAY	0.123690203050977	0.00459185420993227	red
PID_RHOA_PATHWAY	0.149122553750164	0.00428827091548145	red
PID_RHOA_REG_PATHWAY	-0.0593630232708144	0.000379872771827617	blue
PID_RHODOPSIN_PATHWAY	-0.0763323669080204	0.00574338111702577	blue
PID_RXR_VDR_PATHWAY	0.0119488727030617	0.00244468289328902	red
PID_S1P_META_PATHWAY	0.0925490623600812	0.0113097714790089	red
PID_S1P_S1P1_PATHWAY	0.117035334930453	0.00665695239891051	red
PID_S1P_S1P2_PATHWAY	0.192216635441772	0.00469758607309322	red
PID_S1P_S1P3_PATHWAY	0.100897390158244	0.00418618588635834	red
PID_S1P_S1P4_PATHWAY	0.248017424622216	0.0024797398043252	red
PID_SHP2_PATHWAY	0.0165190755150049	0.00319521350493679	red
PID_SMAD2_3NUCLEAR_PATHWAY	0.155442467343692	0.00345610145098802	red
PID_SMAD2_3PATHWAY	0.257085893345598	0.0025616192628465	red
PID_SYNDECAN_1_PATHWAY	0.011067283287803	0.00558144668130298	red
PID_SYNDECAN_2_PATHWAY	0.184721813219809	0.00481489157066851	red
PID_SYNDECAN_3_PATHWAY	0.103823694467687	0.0101475477882673	red
PID_SYNDECAN_4_PATHWAY	0.188834354177184	0.00470002037894002	red
PID_TAP63_PATHWAY	0.195996756804975	0.00312804344807698	red
PID_TCPTP_PATHWAY	0.048788071489463	0.005056382368913	red
PID_TCR_CALCIUM_PATHWAY	0.125959901359902	0.00523440051608494	red
PID_TCR_JNK_PATHWAY	0.0543770216216801	4.54967610978179e-05	red
PID_TCR_PATHWAY	-0.0390952061231541	0.0146950218262562	blue
PID_TCR_RAS_PATHWAY	0.182174576991963	0.00323718788399741	red
PID_TELOMERASE_PATHWAY	0.235751853241115	0.00423296090402531	red
PID_TGFBR_PATHWAY	0.144023417732542	0.00178866227550592	red
PID_THROMBIN_PAR1_PATHWAY	0.123209609850773	0.00502627154523327	red
PID_THROMBIN_PAR4_PATHWAY	0.109957510319563	0.00525282822143079	red
PID_TNF_PATHWAY	0.133632031809275	0.00243989314428976	red
PID_TOLL_ENDOGENOUS_PATHWAY	0.0749664589218918	0.0093232465243483	red
PID_TRAIL_PATHWAY	0.0704963688797593	0.000655237829537112	red
PID_TRKR_PATHWAY	0.113737700220437	0.00128086668433312	red
PID_TXA2PATHWAY	0.0244943358829323	0.00744781555986751	red
PID_UPA_UPAR_PATHWAY	0.120875826433893	0.00730244301064331	red
PID_VEGFR1_2_PATHWAY	0.128870803368072	0.00197012787093155	red
PID_VEGFR1_PATHWAY	0.111432182806814	0.00062087246689038	red
PID_VEGF_VEGFR_PATHWAY	-0.0448669035290962	0.00401798660280934	blue
PID_WNT_CANONICAL_PATHWAY	0.0897643099751549	0.000523700446355295	red
PID_WNT_NONCANONICAL_PATHWAY	0.161619040304896	0.00382431211748721	red
PID_WNT_SIGNALING_PATHWAY	-0.0044032665492855	0.00407885055142865	blue
PIEPOLI_LGI1_TARGETS_DN	-0.0396212323723375	0.00316529645961858	blue
PIEPOLI_LGI1_TARGETS_UP	-0.0838166690594267	0.00332953223453206	blue
PILON_KLF1_TARGETS_UP	0.0557070191308041	0.00142630607626136	red
PIONTEK_PKD1_TARGETS_DN	0.0698029132611767	0.0258122380294948	red
PIONTEK_PKD1_TARGETS_UP	-0.0747908219082748	0.00408613829726339	blue
PLASARI_NFIC_TARGETS_BASAL_DN	-0.0414281602016685	0.00675055426932998	blue
PLASARI_NFIC_TARGETS_BASAL_UP	-0.0837878557116341	0.000498291564737601	blue
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_DN	-0.0221830374311951	0.00657101347915783	blue
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP	-0.104802777849867	0.000436400973389507	blue
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN	0.0986001701658134	0.00590698111490634	red
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP	-0.0647706303254602	0.00870749157093101	blue
PLASARI_TGFB1_TARGETS_10HR_DN	-0.0215252081087352	0.00312738530632161	blue
PLASARI_TGFB1_TARGETS_10HR_UP	0.0454165369121259	0.00358339008632199	red
PLASARI_TGFB1_TARGETS_1HR_DN	0.0669767575916255	0.0146474960839559	red
PLASARI_TGFB1_TARGETS_1HR_UP	0.168843719762341	0.00454406168363531	red
PODAR_RESPONSE_TO_ADAPHOSTIN_DN	0.323481308221417	7.40290642508274e-05	red
PODAR_RESPONSE_TO_ADAPHOSTIN_UP	0.222007359891466	0.00367325032068037	red
POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_DN	0.176691411873118	0.0110551699742819	red
POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_UP	0.213953716875542	0.00612302354567276	red
POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN	0.430628957990112	0.000903237806152054	red
POMEROY_MEDULLOBLASTOMA_PROGNOSIS_UP	0.0701591556539968	0.00999634461505731	red
POOLA_INVASIVE_BREAST_CANCER_DN	-0.00466644868085776	0.000577752462084728	blue
POOLA_INVASIVE_BREAST_CANCER_UP	0.017265711610517	0.00551133145466603	red
POS_HISTAMINE_RESPONSE_NETWORK	0.163776002725453	0.00425236942490274	red
POS_RESPONSE_TO_HISTAMINE_DN	0.268157743793251	0.00025516782474525	red
POS_RESPONSE_TO_HISTAMINE_UP	0.0963774041836562	0.00209764981230445	red
PRAMOONJAGO_SOX4_TARGETS_DN	0.258129250277206	0.000989511884600823	red
PRAMOONJAGO_SOX4_TARGETS_UP	0.178288388059042	0.00915531448790827	red
PROVENZANI_METASTASIS_DN	0.25571508189055	0.000640269612041289	red
PROVENZANI_METASTASIS_UP	0.14536515768881	0.00597477646772515	red
PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN	0.200263848723925	0.00290593138613459	red
PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP	0.257607566801148	0.00193380659572058	red
PUJANA_BRCA2_PCC_NETWORK	0.231793513188863	0.00139946165845637	red
PUJANA_BRCA_CENTERED_NETWORK	0.280447957628294	0.00210556134518808	red
PUJANA_BREAST_CANCER_LIT_INT_NETWORK	0.221827615701734	0.00164024304294437	red
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_DN	0.182633730322961	0.00817328102849223	red
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	0.331831499639333	0.000703856671128202	red
PUJANA_XPRSS_INT_NETWORK	0.285628944798062	0.00107935343189303	red
PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN	0.149974777911111	0.0040468952916793	red
PURBEY_TARGETS_OF_CTBP1_AND_SATB1_UP	0.263158907471493	0.000773724887558888	red
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_DN	0.10658795987152	0.00198477774481974	red
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_UP	0.104692625546102	0.000707940441718671	red
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN	-0.106225896140771	0.00638278636355091	blue
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP	0.0911801995033876	0.00500591608190341	red
PYEON_HPV_POSITIVE_TUMORS_DN	0.179408432019167	0.00275081093942857	red
PYEON_HPV_POSITIVE_TUMORS_UP	0.107780517537894	0.00579241153739932	red
QI_HYPOXIA	0.0859214518478899	0.00039192936710495	red
QI_HYPOXIA_TARGETS_OF_HIF1A_AND_FOXA2	0.157177292908774	0.00044747997704759	red
QI_PLASMACYTOMA_DN	0.172384736464116	0.00473992403613785	red
QI_PLASMACYTOMA_UP	0.0572425469221112	0.00254270182138844	red
QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR	0.0790033653088748	0.00028666020122786	red
RADAEVA_RESPONSE_TO_IFNA1_DN	0.228441398689083	0.0107163045637944	red
RADAEVA_RESPONSE_TO_IFNA1_UP	0.0545332727899155	0.00210947814845519	red
RADMACHER_AML_PROGNOSIS	0.0997249171950645	0.00404327093035222	red
RAFFEL_VEGFA_TARGETS_UP	0.0489102060355128	0.017508084866917	red
RAGHAVACHARI_PLATELET_SPECIFIC_GENES	0.180077995334706	0.00076509544373606	red
RAHMAN_TP53_TARGETS_PHOSPHORYLATED	0.417506931341599	0.00392351760850483	red
RAMALHO_STEMNESS_DN	0.0435116111547243	0.00123177078382843	red
RAMALHO_STEMNESS_UP	0.208441836173853	0.00266197036855506	red
RAMASWAMY_METASTASIS_DN	-0.0119941512811808	0.00159343515159198	blue
RAMASWAMY_METASTASIS_UP	0.224369868449981	0.00226316208216625	red
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_DN	0.209964405228791	0.0286457803011713	red
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_UP	0.0467885253548958	0.0298734226370416	red
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN	-0.0735958677923397	0.00383870114412432	blue
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_UP	0.10943519373653	0.00496620228456443	red
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_DN	0.195869930842043	0.00736537811037396	red
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_UP	0.238850279682976	0.00114640831400076	red
